params,run_result_dir,condition,status,corr_in,corr_in_p,corr_fn_abs,corr_fn_abs_p,avg_in,avg_in_hat,avg_fn_hat_abs,avg_fn_abs,number_of_notes,no_run,bhvr_rate
1-r_fun-0.000000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/Homophily_LOW_UPol_HIGH_NPol_LOW/output_helpfulness_True/data/1-r_fun-0.000000-notes/run_0,fn>=0,published,0.2312333201751845,2.1432604275582254e-24,0.2926317892082314,1.081707623867615e-38,0.7776702509244586,0.5845920763814052,0.1282916619886793,0.2233074293560486,1893,1.0,0.0
1-r_fun-0.000000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/Homophily_LOW_UPol_HIGH_NPol_LOW/output_helpfulness_True/data/1-r_fun-0.000000-notes/run_0,all,publishable,0.2683004902953851,2.394809073841251e-85,0.4127300969432689,2.2953285491973463e-210,0.7496975030196766,0.4256447062009157,0.198858685652443,0.2306805211213325,5133,1.0,0.0
1-r_fun-0.000000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/Homophily_LOW_UPol_HIGH_NPol_LOW/output_helpfulness_True/data/1-r_fun-0.000000-notes/run_0,all,unpublishable,0.3348629238554851,0.0,-0.0520604991750741,2.131893392726381e-10,0.0736773341656084,-0.0229895148460763,0.2167771484826627,0.4603253055832179,14867,1.0,0.0
1-r_fun-0.000000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/Homophily_LOW_UPol_HIGH_NPol_LOW/output_helpfulness_True/data/1-r_fun-0.000000-notes/run_0,fn<0,published,0.1866125458050303,8.964620163493618e-13,0.0881402347907963,0.0008029019352588,0.8120420103950103,0.5271756973804573,0.1825542667048717,0.2215059333419265,1443,1.0,0.0
1-r_fun-0.000000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/Homophily_LOW_UPol_HIGH_NPol_LOW/output_helpfulness_True/data/1-r_fun-0.000000-notes/run_0,fn<0,unpublished,0.265526284956692,9.848198315583211e-137,-0.0551785931506761,3.718107079153939e-07,0.1522640058307728,-0.0236116537231227,0.2199890386403831,0.4349142832301711,8475,1.0,0.0
1-r_fun-0.000000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/Homophily_LOW_UPol_HIGH_NPol_LOW/output_helpfulness_True/data/1-r_fun-0.000000-notes/run_0,fn<0,publishable,0.2675747239430092,3.568320881564704e-43,0.2917122858633759,2.447034083432918e-51,0.7519543085647242,0.3886385368702776,0.2251465266245639,0.2317449458991396,2557,1.0,0.0
1-r_fun-0.000000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/Homophily_LOW_UPol_HIGH_NPol_LOW/output_helpfulness_True/data/1-r_fun-0.000000-notes/run_0,fn<0,unpublishable,0.2552890511473816,7.364130021684936e-110,-0.0591182063980887,3.8607271787417413e-07,0.0732871761195218,-0.0588429524196121,0.2108590192573518,0.4636543656465154,7361,1.0,0.0
1-r_fun-0.000000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/Homophily_LOW_UPol_HIGH_NPol_LOW/output_helpfulness_True/data/1-r_fun-0.000000-notes/run_0,fn>=0,unpublished,0.4528914031339879,0.0,-0.0197870163964629,0.0733751309778445,0.1232402435736109,0.021469116266473,0.2287066155170094,0.4395514540313103,8189,1.0,0.0
1-r_fun-0.000000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/Homophily_LOW_UPol_HIGH_NPol_LOW/output_helpfulness_True/data/1-r_fun-0.000000-notes/run_0,fn>=0,publishable,0.2841535268497056,4.8345160438349005e-49,0.5247245298920682,2.9666413150348124e-182,0.7474573431677018,0.4623779263012422,0.1727647379173059,0.2296239473026785,2576,1.0,0.0
1-r_fun-0.000000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/Homophily_LOW_UPol_HIGH_NPol_LOW/output_helpfulness_True/data/1-r_fun-0.000000-notes/run_0,all,unpublished,0.3532637291345611,0.0,-0.0369051894217984,1.8855026872686764e-06,0.1380011884325551,-0.00145812363162,0.2242730182996901,0.4371930753383402,16664,1.0,0.0
