params,run_result_dir,condition,status,corr_in,corr_in_p,corr_fn_abs,corr_fn_abs_p,avg_in,avg_in_hat,avg_fn_hat_abs,avg_fn_abs,number_of_notes,no_run,bhvr_rate
1-r_fun-0.000000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/Homophily_NONE_UPol_HIGH_NPol_LOW/output_helpfulness_True/data/1-r_fun-0.000000-notes/run_0,fn<0,unpublishable,0.2921789268872237,5.909815122926948e-145,0.3254773741854189,2.2219437337479252e-181,0.0722056790380971,0.0504824342427687,0.3322651921194638,0.4565600593275651,7368,1.0,0.0
1-r_fun-0.000000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/Homophily_NONE_UPol_HIGH_NPol_LOW/output_helpfulness_True/data/1-r_fun-0.000000-notes/run_0,all,unpublished,0.3498510654425865,0.0,0.3094964643098769,0.0,0.185197994948323,0.0915130333303484,0.3265713623437955,0.4082505928088361,17621,1.0,0.0
1-r_fun-0.000000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/Homophily_NONE_UPol_HIGH_NPol_LOW/output_helpfulness_True/data/1-r_fun-0.000000-notes/run_0,all,publishable,0.1145620274529909,1.5767623732667362e-16,0.0071758517981194,0.6064860408705606,0.7485845371483996,0.3341447886209505,0.3203973785869524,0.226742504399224,5155,1.0,0.0
1-r_fun-0.000000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/Homophily_NONE_UPol_HIGH_NPol_LOW/output_helpfulness_True/data/1-r_fun-0.000000-notes/run_0,all,unpublishable,0.3088429583728522,0.0,0.3504929886508799,0.0,0.0767990326961536,0.0691571522844776,0.3249277788850165,0.4553927731116537,14845,1.0,0.0
1-r_fun-0.000000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/Homophily_NONE_UPol_HIGH_NPol_LOW/output_helpfulness_True/data/1-r_fun-0.000000-notes/run_0,fn<0,published,0.095691146528608,0.0020986920944283,0.1631105963036699,1.3919944066406645e-07,0.7923157807953444,0.4813141888263821,0.3077161978656644,0.244224667542192,1031,1.0,0.0
1-r_fun-0.000000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/Homophily_NONE_UPol_HIGH_NPol_LOW/output_helpfulness_True/data/1-r_fun-0.000000-notes/run_0,fn<0,unpublished,0.3106968762139774,6.04902339241072e-199,0.2915528167833983,2.3649666190085333e-174,0.1852021324837723,0.0829823750659778,0.3336629251826583,0.4140091476528634,8923,1.0,0.0
1-r_fun-0.000000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/Homophily_NONE_UPol_HIGH_NPol_LOW/output_helpfulness_True/data/1-r_fun-0.000000-notes/run_0,fn<0,publishable,0.1299773702131068,3.252287987787867e-11,0.0774373929870167,8.083232147608581e-05,0.7491975077339521,0.3343898243979119,0.3273007524625483,0.2250830392950502,2586,1.0,0.0
1-r_fun-0.000000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/Homophily_NONE_UPol_HIGH_NPol_LOW/output_helpfulness_True/data/1-r_fun-0.000000-notes/run_0,fn>=0,published,0.1776803279694375,5.0367821308315927e-11,0.1985114537750224,1.910354140801177e-13,0.6815901264020772,0.4750506097997032,0.2992818904334496,0.3587418389465875,1348,1.0,0.0
1-r_fun-0.000000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/Homophily_NONE_UPol_HIGH_NPol_LOW/output_helpfulness_True/data/1-r_fun-0.000000-notes/run_0,all,published,0.1506986663225195,1.482760474758901e-13,0.1659595381248995,3.731322850804991e-16,0.7295758975998319,0.4777650906641446,0.3029371115190374,0.3091129176696091,2379,1.0,0.0
1-r_fun-0.000000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/Homophily_NONE_UPol_HIGH_NPol_LOW/output_helpfulness_True/data/1-r_fun-0.000000-notes/run_0,fn>=0,unpublished,0.3905784173673869,5.98380436e-315,0.3350579679245011,3.5090685221400998e-227,0.1851937503830421,0.1002643627960853,0.3192963548465349,0.4023430755780639,8698,1.0,0.0
